id	status	onde	texto	tipo	defeito	evidencia
CFG-AUT-TRS-18	confere	components/AudioTranscriptionConfigCard.jsx:105	(Processamento e Uso pela IA em 2 colunas)	responsivo	—	:105 grid lg:grid-cols-2; settings.css:107-108 só mexe em padding, fundo e min-width das seções
CFG-AUT-NOT-01	duplicata	App.jsx:157 (texto em pages/AccessDeniedPage.jsx:16, pages/AccessDeniedPage.jsx:5)	"Sem acesso a {areaLabel}" · "Esta área é liberada para administradores e gerentes."	sem-permissão	—	duplicata de ACS-GLB-10 (mesmo portão de App.jsx:157, mesmo AccessDeniedPage)
CFG-AUT-NOT-02	confere	pages/settings/automation/NightModePage.jsx:17	(esqueleto 4 linhas)	carregando	—	AsyncState skeletonLines=4 na :17
CFG-AUT-NOT-04	corrigida	pages/settings/automation/NightModePage.jsx:22	AUSENTE	vazio	sem estado próprio: com os dois campos vazios nada muda na tela; só o HelpText fixo (:28) diz que sem janela o canal recusa ligar, e nada avisa que os canais já ligados (lista :33-39) não vão atender	o HelpText da :28 aparece sempre; não há ramo para nightStart/nightEnd vazios (fromConfig em useAiTriageForm.js:19-20 devolve string vazia)
CFG-AUT-NOT-07	confere	pages/settings/automation/NightModePage.jsx:29	"{form.error}"	erro	—	<p role=alert> na :29 com form.error
CFG-AUT-NOT-08	confere	pages/settings/automation/NightModePage.jsx:19	AUSENTE	sucesso	nenhuma mensagem de salvo	save() sem estado de sucesso (useAiTriageForm.js:84-86); o botão está no footer do Card da :19
CFG-AUT-NOT-09	confere	pages/settings/automation/NightModePage.jsx:18	AUSENTE	confirmação	(suspeita) desligar a janela de fato não avisa nem pede confirmação, e a lista abaixo continua mostrando os canais "ligados"	save() (useAiTriageForm.js:68-93) só confere meia janela (:72-75); o PATCH (src/api/admin-ai.routes.js:229-277) não olha os canais; a lista (:34-37) filtra aiNightModeEnabled, que não muda; o efeito real no worker segue suspeita
CFG-AUT-NOT-10	confere	pages/settings/automation/NightModePage.jsx:13	AUSENTE	desabilitado-sem-motivo	a página não mostra a dependência da OpenAI (a página OpenAI lista "Atendimento noturno" como dependente); o selo diz "Toda a operação"	NightModePage.jsx não lê mode nem configured da IA; scope=global (:13) vira Toda a operação (ScopeBadge.jsx:2); OpenAiPage.jsx:9 lista Atendimento noturno
CFG-AUT-NOT-11	confere	pages/settings/automation/NightModePage.jsx:34	(esqueleto 3 linhas)	carregando	—	AsyncState da :34 sem skeletonLines usa 3
CFG-AUT-NOT-14	confere	pages/settings/automation/NightModePage.jsx:36	(links com o nome do canal → aba Atendimento dele)	variante	—	:36 um Link por canal para /configuracoes/canais/{id}/atendimento
CFG-AUT-NOT-15	corrigida	pages/settings/automation/NightModePage.jsx:33 (texto em components/ui/ScopeBadge.jsx:3)	"Este canal"	variante	selo Este canal (fixo, scope=channel) sobre uma lista de vários canais	o literal vem de ScopeBadge.jsx:3 via Card.jsx:27 (faltava a origem); o selo é fixo no código, então (suspeita) não se aplica
CFG-AUT-NOT-16	confere	pages/settings/automation/NightModePage.jsx:20	(Início e Fim lado a lado)	responsivo	—	:20 grid grid-cols-1 sm:grid-cols-2; nenhuma regra de settings.css mira essa grade
CFG-AUT-FER-01	duplicata	App.jsx:157 (texto em pages/AccessDeniedPage.jsx:16, pages/AccessDeniedPage.jsx:5)	"Sem acesso a {areaLabel}" · "Esta área é liberada para administradores e gerentes."	sem-permissão	—	duplicata de ACS-GLB-10 (mesmo portão de App.jsx:157)
CFG-AUT-FER-03	confere	pages/settings/automation/AiToolsPage.jsx:77	(esqueleto 3 linhas)	carregando	—	AsyncState da :77 sem skeletonLines usa 3
CFG-AUT-FER-06	corrigida	pages/settings/automation/AiToolsPage.jsx:79-83	"{tools.length} ações" · "{enabledCount} ativas" · "{tools.length - enabledCount} desativadas"	variante	(leve) plural fixo: 1 ações, 1 ativas, 1 desativadas	são três spans (:80-82), cada um com <strong> e a palavra; não existe · no código nem ramo de singular
CFG-AUT-FER-07	corrigida	pages/settings/automation/AiToolsPage.jsx:91-92 (texto em pages/settings/automation/AiToolsPage.jsx:13-31)	"Consultas" · "Financeiro" · "Atendimento" · "Transferência e encerramento" + "{group.items.length}"	variante	—	os rótulos vêm de DISPLAY_GROUPS (:13, :19, :26, :31), fora da janela de :91-92; a :91 desenha {group.label} e a :92 o contador
CFG-AUT-FER-11	corrigida	pages/settings/automation/AiToolsPage.jsx:97-107	AUSENTE (a caixa só muda depois do refresh)	salvando	sem estado pendente; dá para clicar de novo no meio	a ref (handler :43-46) apontava para handleToggle; o controle é o Toggle de :97-107, checked=tool.enabled (:99), sem disabled
CFG-AUT-FER-12	corrigida	pages/settings/automation/AiToolsPage.jsx:97-107	AUSENTE	erro	erro silencioso: sem try/catch; a caixa volta sem aviso	:43-46 é o handler (await sem try/catch); o ponto de desenho é o Toggle de :97-107
CFG-AUT-FER-13	corrigida	pages/settings/automation/AiToolsPage.jsx:97-107	AUSENTE	confirmação	ação sensível (selo Ação sensível, :104) liga num clique, sem confirmação	:100 é o onChange; handleToggle (:43-46) chama setAiToolEnabled direto; desbloqueio_confianca é ACAO_SENSIVEL (src/ai/tool-registry.js:1208) com rótulo Liberar em confiança (aiToolLabels.js:20); determinado pelo código, sem (suspeita)
CFG-AUT-FER-14	confere	pages/settings/automation/AiToolsPage.jsx:77	AUSENTE	desabilitado-sem-motivo	a página "O que a IA pode consultar e fazer no SGP" não mostra se o SGP está de pé; tudo parece funcional	AiToolsPage.jsx não usa useSgpQueryConfig; a descrição O que a IA pode consultar e fazer no SGP está na :66
CFG-AUT-FER-15	confere	pages/settings/automation/AiToolsPage.jsx:85	(grupos em 2 colunas)	responsivo	—	:84 @container e :85 @min-[760px]:grid-cols-2; nenhuma regra de settings.css sobrescreve essa grade
CFG-MSG-AC-02	confere	pages/settings/messages/CityNoticesPage.jsx:18	(esqueleto de 3 linhas)	carregando	—	AsyncState na 18, 3 linhas por padrão
CFG-MSG-AC-06	confere	pages/settings/messages/CityNoticesPage.jsx:34	AUSENTE	recarregando	`useCityNotices` não expõe `reloading`; se a recarga falhar, a lista some e vira o erro	hooks/useCityNotices.js:8 sem reloading; recarga que falha vira status 'error' (hooks/useAsyncResource.js:25) e o AsyncState da 18 troca a lista pelo erro
CFG-MSG-AC-07	confere	pages/settings/settings.css:125	(2 colunas)	responsivo	—	CityNoticesPage.jsx:9 usa .settings-message-library; regra em settings.css:125
CFG-MSG-AC-09	corrigida	components/messages/CityNoticeRow.jsx:111-126	"{city.name}" · "{city.notice.message}" · "Editar" · "Excluir"	variante	—	"Excluir" (123) ficava fora de ±10 da 111; nome 114, mensagem 115, "Editar" 120
CFG-MSG-AC-10	corrigida	components/messages/CityNoticeRow.jsx:118 (texto em components/messages/StatusDot.jsx:5)	"Ativo" · "Inativo"	variante	—	CityStatusDot na 118; literais em StatusDot.jsx:5 (faltava a origem)
CFG-MSG-AC-11	corrigida	components/messages/CityNoticeRow.jsx:66-95	"{city.name}" · "Ativo" · "Cancelar" · "Salvar"	edição-inline	textarea sem rótulo acessível (sem label, placeholder nem aria-label)	"Cancelar" (88) e "Salvar" (91) fora de ±10 da 66; textarea 69-75 sem label, aria-label nem placeholder
CFG-MSG-AC-12	confere	components/messages/CityNoticeRow.jsx:80	(checkbox "Ativo" desmarcado)	variante	(suspeita) aviso recém-criado nasce Inativo sem nenhum aviso na tela	enabled nasce de Boolean(city.notice && city.notice.enabled) (:14, :22): sem aviso é false; checkbox 77-82
CFG-MSG-AC-13	confere	components/messages/CityNoticeRow.jsx:74	(balão nativo do navegador)	validação	—	required na 74
CFG-MSG-AC-14	corrigida	components/messages/CityNoticeRow.jsx:85 (texto em utils/errorMessages.js:133)	"O campo \"{m[1]}\" é obrigatório." (m[1] = message)	validação	nome técnico do campo em inglês na frase	a rota responde message is required (src/api/admin-city-notices.routes.js:26-27) → errorMessages.js:133, com aspas retas, não «»
CFG-MSG-AC-15	confere	components/messages/CityNoticeRow.jsx:85	"{error}" (mensagem do servidor em inglês, sem tradução em utils/errorMessages.js: message must be 4096 characters or fewer)	validação	sem contador nem maxLength; texto em inglês cru	frase em src/api/admin-city-notices.routes.js:29-30, sem tradução; textarea sem maxLength
CFG-MSG-AC-17	corrigida	components/messages/CityNoticeRow.jsx:85 (texto em components/messages/CityNoticeRow.jsx:43)	"Falha ao salvar"	erro	`<p>` sem role="alert"	<p> sem role na 85; literal na 43 (faltava a origem)
CFG-MSG-AC-18	corrigida	components/messages/CityNoticeRow.jsx:110-126, :99-107	(volta ao resumo com o texto e o status anteriores até a recarga; nenhuma mensagem de sucesso)	sucesso	o resumo mostra o texto e o status ANTIGOS até a recarga terminar (a linha lê city.notice, :115, :118); ao criar, a linha volta a oferecer "Criar aviso" (:104) nesse intervalo	a 40 é o handler; a linha continua lendo a prop city até o onSaved/refresh (:41)
CFG-MSG-AC-21	corrigida	components/messages/CityNoticeRow.jsx:127 (texto em components/messages/CityNoticeRow.jsx:59)	"Falha ao excluir"	erro	`<p>` sem role="alert"	<p> sem role na 128; literal na 59 (faltava a origem)
CFG-MSG-RR-04	confere	pages/settings/messages/QuickRepliesPage.jsx:33	(esqueleto de 3 linhas)	carregando	—	AsyncState na 33, 3 linhas por padrão
CFG-MSG-RR-08	confere	pages/settings/messages/QuickRepliesPage.jsx:36	AUSENTE	recarregando	`useQuickReplies` não expõe `reloading`; ao criar, o formulário fecha e o item novo só aparece quando a recarga termina	hooks/useQuickReplies.js:8 sem reloading; onCreated faz refresh() e setCreating(false) juntos (QuickRepliesPage.jsx:22-25)
CFG-MSG-RR-09	confere	pages/settings/settings.css:125	(2 colunas)	responsivo	—	QuickRepliesPage.jsx:11 usa .settings-message-library; regra em settings.css:125
CFG-MSG-RR-10	confere	components/CreateQuickReplyForm.jsx:40	(grid 0,7fr / 1,3fr)	responsivo	—	md:grid-cols-[minmax(0,0.7fr)_minmax(0,1.3fr)] na 40; a regra de .settings-open-form (settings.css:287) só mexe na margem dos filhos do form
CFG-MSG-RR-11	confere	components/CreateQuickReplyForm.jsx:50	(balão nativo)	validação	—	required na 50 (título) e na 63 (mensagem)
CFG-MSG-RR-12	confere	components/CreateQuickReplyForm.jsx:67	"{error}" (mensagem do servidor em inglês, sem tradução em utils/errorMessages.js: title and content are required)	validação	texto técnico em inglês cru	src/api/admin-quick-replies.routes.js:13-16 faz trim e responde title and content are required; nenhuma regra de errorMessages.js casa "are required"
CFG-MSG-RR-13	corrigida	components/CreateQuickReplyForm.jsx:45	AUSENTE	validação	dois títulos iguais são aceitos sem aviso: a rota não confere (src/api/admin-quick-replies.routes.js:11-20) e quick_replies não tem UNIQUE (migrations/1788720000000_create-quick-replies-table.js)	a 23 é a chamada no handler; o aviso moraria junto do campo Título (45-51); a suspeita vira certeza pelo backend e pela migração (lida com git show e5236da)
CFG-MSG-RR-15	corrigida	components/CreateQuickReplyForm.jsx:67 (texto em components/CreateQuickReplyForm.jsx:28)	"Falha ao cadastrar resposta rápida"	erro	`<p>` sem role="alert"	<p> sem role na 67; literal na 28 (faltava a origem)
CFG-MSG-RR-16	corrigida	pages/settings/messages/QuickRepliesPage.jsx:19-20	(o formulário some e o botão "Criar resposta rápida" volta; nenhuma mensagem de sucesso)	sucesso	—	a 24 do CreateQuickReplyForm é o handler; o que muda na tela é o {creating && …} da 20 e o botão da 19; "Salvo" não existe no código
CFG-MSG-RR-18	corrigida	components/messages/QuickReplyRow.jsx:95-109	"{título}" · "{conteúdo}" · "Editar" · "Excluir"	variante	—	"Excluir" (106) ficava fora de ±10 da 95; título 98, conteúdo 99, "Editar" 103
CFG-MSG-RR-19	corrigida	components/messages/QuickReplyRow.jsx:65-90	(input e textarea na moldura laranja) · "Cancelar" · "Salvar"	edição-inline	os 2 campos não têm rótulo, placeholder nem aria-label	"Cancelar" (84) e "Salvar" (87) fora de ±10 da 65; input 69-74 e textarea 75-80 sem label, aria-label nem placeholder
CFG-MSG-RR-20	confere	components/messages/QuickReplyRow.jsx:73	(balão nativo)	validação	—	required na 73 (e na 79)
CFG-MSG-RR-21	confere	components/messages/QuickReplyRow.jsx:81	"{error}" (mensagem do servidor em inglês, sem tradução em utils/errorMessages.js: title and content are required)	validação	inglês cru	mesma frase do PATCH (src/api/admin-quick-replies.routes.js:26-27), mostrada crua no <p> da 81
CFG-MSG-RR-23	corrigida	components/messages/QuickReplyRow.jsx:81 (texto em components/messages/QuickReplyRow.jsx:28)	"Falha ao salvar"	erro	`<p>` sem role="alert"	<p> sem role na 81; literal na 28 (faltava a origem)
CFG-MSG-RR-24	corrigida	components/messages/QuickReplyRow.jsx:94-109	(volta ao resumo com o título e o conteúdo anteriores até a recarga; nenhuma mensagem de sucesso)	sucesso	o resumo mostra título e conteúdo ANTIGOS até a recarga terminar	a 25 é o handler; o resumo lê as props quickReply.title/content (98-99) até o refresh
CFG-MSG-RR-27	corrigida	components/messages/QuickReplyRow.jsx:110 (texto em components/messages/QuickReplyRow.jsx:58)	"Falha ao excluir"	erro	`<p>` sem role="alert"	<p> sem role na 111; literal na 58 (faltava a origem)
CFG-MSG-RR-28	confere	components/messages/QuickReplyRow.jsx:96	(flex sem gap, sem wrap e sem min-w-0)	responsivo	(suspeita) conteúdo longo sem espaço (URL) empurra os botões para fora	a 96 é flex justify-between sem gap nem wrap; o div do texto (97) não tem min-w-0 e o dos botões (101) não tem shrink-0
CFG-MSG-TPL-02	confere	pages/settings/messages/TemplatesPage.jsx:14	AUSENTE	erro	erro silencioso: o aviso só aparece com `status==='ready'` e o erro não é mostrado	o cartão da 14 exige status==='ready'; nenhum ramo para 'error'/'forbidden' no arquivo; o useChannels() do TemplatesAdminTab (:562) também ignora o status
CFG-MSG-TPL-04	corrigida	components/TemplatesAdminTab.jsx:628-643	"Canal: {nome}"	filtro-ativo	—	"Canal: " está na 640, fora de ±10 da 628; a troca limpa selectedId (633) e o filtro por WABA é a 587
CFG-MSG-TPL-06	corrigida	components/TemplatesAdminTab.jsx:644 (texto em components/TemplatesAdminTab.jsx:21-26)	"Todos os status" · "Aprovado" · "Em análise" · "Rejeitado"	filtro-ativo	não oferece "Pausado" nem "Desativado", que existem no STATUS_META	as opções vêm de STATUS_OPTIONS (21-26), longe da 644; STATUS_META (14-20) tem PAUSED e DISABLED, que não entram
CFG-MSG-TPL-10	corrigida	components/TemplatesAdminTab.jsx:674 (texto em components/TemplatesAdminTab.jsx:604)	"Falha ao sincronizar" · "{error}" (do servidor, ex.: A Meta recusou: {detalhe})	erro	(suspeita) erro do servidor em inglês cru, ex.: No channel found for this WABA (src/templates/template.service.js:173); a falta de wabaId nem chega ao servidor (components/TemplatesAdminTab.jsx:597, :661)	WaError role=alert na 674; literal na 604; "A Meta recusou:" é montado no backend (src/api/admin-templates.routes.js:21) e não existe em frontend/src; wabaId is required é inalcançável
CFG-MSG-TPL-11	corrigida	components/TemplatesAdminTab.jsx:674	AUSENTE	sucesso	nenhuma confirmação; se nada mudou, a tela não reage	a 602 é o refresh() no handler; o aviso moraria junto da faixa da 674; busquei WaSuccess e role="status" no arquivo: nada
CFG-MSG-TPL-12	corrigida	components/TemplatesAdminTab.jsx:668, :741	AUSENTE ("Novo template" e "Registrar existente" ficam sempre habilitados)	desabilitado-com-motivo	deveriam desabilitar com motivo: abrem um formulário com o select de Canal vazio, barrado só pelo balão nativo	os botões 668 e 741 não têm disabled nem olham officialChannels: o estado registrado (desabilitado-sem-motivo) não existe; o que falta é um desabilitado-com-motivo
CFG-MSG-TPL-14	confere	components/TemplatesAdminTab.jsx:688	(esqueleto de 3 linhas)	carregando	—	AsyncState na 688, 3 linhas por padrão
CFG-MSG-TPL-20	confere	components/TemplatesAdminTab.jsx:688	AUSENTE	recarregando	`useTemplates` não expõe `reloading`; recarga que falha troca a tabela pelo erro	hooks/useTemplates.js:8 sem reloading; recarga que falha → status 'error' (hooks/useAsyncResource.js:25) e o AsyncState da 688 troca a tabela pelo erro
CFG-MSG-TPL-21	corrigida	components/TemplatesAdminTab.jsx:689, pages/settings/settings.css:56-57	(rolagem lateral)	responsivo	— (quem vale é o min-width:560px de .dw-table, pages/settings/settings.css:57, fora de @layer; o min-w-[480px] da 689 é anulado)	DataTable envolve a tabela em .dw-table-scroll (overflow-x:auto, settings.css:56); settings.css é importado por JS sem @layer (SettingsLayout.jsx:2) e vence a utilidade
CFG-MSG-TPL-22	corrigida	pages/settings/settings.css:136	(lista e prévia lado a lado; abaixo disso a prévia vai para baixo da lista)	responsivo	— (o xl:grid-cols-[…] da 676 é anulado: .settings-template-library, pages/settings/settings.css:135, fica fora de @layer)	@container(min-width:960px) na 136 dá 1fr + 280px e sticky no último filho (a prévia, 748); settings.css não tem nenhum @layer, então o "provavelmente" vira certeza
CFG-MSG-TPL-23	confere	components/TemplatesAdminTab.jsx:115	(fundo laranja + barra à esquerda)	seleção	(suspeita) `aria-selected` em `<tr>` de tabela comum (sem role=grid) não é anunciado	classes de seleção nas 115-116; aria-selected na 114; a tabela (DataTable) não tem role=grid
CFG-MSG-TPL-24	corrigida	components/TemplatesAdminTab.jsx:116, :748	(seleção pula sozinha)	variante	—	a 594 é a variável derivada selected; o pulo aparece no realce da linha (116, via selected na 721) e na prévia (748)
CFG-MSG-TPL-25	confere	components/TemplatesAdminTab.jsx:124	title "{nome completo}"	interação:tooltip	(suspeita) nome completo só por hover (a prévia também corta)	title={template.name} na 124 no botão max-w-[260px] truncate (123); a prévia também trunca (477)
CFG-MSG-TPL-26	confere	components/TemplatesAdminTab.jsx:128	"{motivo}" em vermelho sob o nome	variante	código cru da Meta (ex.: INVALID_FORMAT), sem tradução; (suspeita) "NONE" aparece em aprovados, porque a sincronização grava `rejected_reason` sem filtrar	<p> vermelho na 128 sem tradução; o sync grava metaTemplate.rejected_reason || null sem filtrar NONE (src/templates/template.service.js:184)
CFG-MSG-TPL-27	corrigida	components/TemplatesAdminTab.jsx:131 (texto em components/TemplatesAdminTab.jsx:27)	"Utilidade" · "Marketing"	variante	— (os ramos "Autenticação", código cru e "—" de categoryLabel, :27 e :52, são inalcançáveis: message_templates.category é NOT NULL com CHECK MARKETING/UTILITY)	literais em CATEGORY_LABELS (27), longe da 131; CHECK (category IN ('MARKETING','UTILITY')) em migrations/1788750000000_create-message-templates-table.js:9 (git show e5236da)
CFG-MSG-TPL-28	corrigida	components/TemplatesAdminTab.jsx:133 (texto em components/TemplatesAdminTab.jsx:36)	"Atendimento" (verde) · "Disparo" (azul)	variante	—	PurposeChip (38-49) lê PURPOSE_LABELS da 36, longe da 133
CFG-MSG-TPL-29	corrigida	components/TemplatesAdminTab.jsx:136 (texto em components/TemplatesAdminTab.jsx:14-20)	"Aprovado" · "Em análise" · "Rejeitado" · "Pausado" · "Desativado"	variante	—	StatusChip (64-72) lê STATUS_META (14-20), longe da 136
CFG-MSG-TPL-30	errada-no-merito	components/TemplatesAdminTab.jsx:69 (texto em components/TemplatesAdminTab.jsx:31)	"{status}" · "—" (fallback de statusMeta)	variante	— (inalcançável: message_templates.status é NOT NULL com CHECK nos 5 status do STATUS_META, e sync, webhook e registro descartam status desconhecido, src/templates/template.service.js:23, :143, :180, :192)	a 31 é a função statusMeta, não JSX (o rótulo sai na 69); CHECK (status IN ('PENDING','APPROVED','REJECTED','PAUSED','DISABLED')) em migrations/1788750000000_create-message-templates-table.js:12: IN_APPEAL/PENDING_DELETION nunca chegam à tela
CFG-MSG-TPL-33	confere	components/TemplatesAdminTab.jsx:141	AUSENTE	salvando	sem indicação: o menu fecha no clique; o único sinal é o chip mudar quando a recarga terminar	switching só vira disabled no item 141; o painel do RowMenu fecha em qualquer clique (components/ui/DataTable.jsx:129)
CFG-MSG-TPL-34	corrigida	components/TemplatesAdminTab.jsx:141, :144	(item esmaecido, sem explicação)	desabilitado-sem-motivo	desabilitado sem motivo	o gatilho cobre troca (141, disabled={switching}) e exclusão (144, disabled={deleting}); a 144 sozinha só cobria a exclusão; .dw-menu-item:disabled só esmaece (settings.css:73)
CFG-MSG-TPL-35	corrigida	components/TemplatesAdminTab.jsx:129 (texto em components/TemplatesAdminTab.jsx:105)	"Falha ao trocar a finalidade" (WaError na célula do nome)	erro	—	WaError (role=alert) na 129; literal na 105 (faltava a origem)
CFG-MSG-TPL-37	confere	components/TemplatesAdminTab.jsx:144	AUSENTE	salvando	sem indicação: o menu já fechou; nada na linha mostra progresso	deleting só desabilita o item 144; o menu já fechou (DataTable.jsx:129) e a linha não mostra progresso
CFG-MSG-TPL-38	corrigida	components/TemplatesAdminTab.jsx:129 (texto em components/TemplatesAdminTab.jsx:93)	"Falha ao excluir" (WaError)	erro	—	WaError na 129; literal na 93 (faltava a origem)
CFG-MSG-TPL-39	corrigida	components/TemplatesAdminTab.jsx:717-725, :133	(a linha some ou o chip muda depois da recarga; nenhuma mensagem)	sucesso	—	a 91 é o onDeleted() no handler; o efeito aparece na lista (717-725) ou no chip da 133 depois do refresh
CFG-MSG-TPL-40	corrigida	components/TemplatesAdminTab.jsx:523, :477	"Nenhum template selecionado" · "Selecione um template na lista para ver a prévia."	vazio	aparece também durante o carregamento e no erro (a prévia não conhece o status)	"Nenhum template selecionado" está na 477, fora de ±10 da 523; selected (594) é null com templates=[] na carga e no erro
CFG-MSG-TPL-41	corrigida	components/TemplatesAdminTab.jsx:503, :481 (texto em components/TemplatesAdminTab.jsx:28)	(balão com o corpo e a hora atual) · "Português (Brasil)" · "Inglês (EUA)" · "Espanhol" (chip de idioma)	variante	—	"Português (Brasil)" vem de LANGUAGE_LABELS (28), longe da 503; o chip é a 480-482; o texto era descrição fora de parênteses
CFG-MSG-TPL-43	corrigida	components/TemplatesAdminTab.jsx:513	"{texto}" (um botão azul por resposta rápida, colado embaixo do balão, que perde os cantos de baixo)	variante	—	map dos botões nas 513-520; rounded-b-none no balão pela 505; o texto era descrição fora de parênteses
CFG-MSG-TPL-44	corrigida	components/TemplatesAdminTab.jsx:508	"{bodyText}" (os marcadores {{1}}, {{2}}… aparecem crus no balão)	variante	— (`substituirVariaveis` existe, mas não é usado aqui)	a 508 mostra template.bodyText sem substituir; substituirVariaveis existe em utils/templatePreview.js:7 e o arquivo só importa contarVariaveis (:8); "{{1}}" entre aspas não é literal do código
CFG-MSG-TPL-45	confere	components/TemplatesAdminTab.jsx:501	AUSENTE	variante	a prévia omite o cabeçalho de mídia (`headerType` vem na API)	TemplatePreview (468-557) não lê headerType; a API o devolve (src/templates/template.repository.js:15)
CFG-MSG-TPL-48	corrigida	components/TemplatesAdminTab.jsx:752 (texto em components/ui/Dialog.jsx:164)	"Novo template" · "Fechar" (botão ×; Esc fecha; clique no fundo não fecha)	interação:diálogo aberto	— (fechar descarta o preenchido sem perguntar)	"Fechar" é o closeLabel padrão (ui/Dialog.jsx:164; aria-label e title do × nas 309-310); closeOnBackdrop nasce false (160)
CFG-MSG-TPL-49	confere	components/TemplatesAdminTab.jsx:226	"{canal}"	variante	—	initialChannelId={channelId} (756) e o useEffect 191-195 preenchem o canal; ChannelSelect sem placeholder (226)
CFG-MSG-TPL-50	confere	components/TemplatesAdminTab.jsx:226	"Canal" (select sem nenhuma opção; balão nativo do navegador pede para selecionar um item)	validação	select vazio sem explicação (ver TPL-12)	ChannelSelect (155-165) é required e, sem placeholder nem canais, fica sem opção
CFG-MSG-TPL-51	corrigida	components/TemplatesAdminTab.jsx:238	"Atendimento — o atendente escolhe ao iniciar uma conversa" · "Disparo — campanha e envios automáticos do SGP"	variante	—	literal completo na 238 (o "…" não existe no código); a 239 confere
CFG-MSG-TPL-52	corrigida	components/TemplatesAdminTab.jsx:254, :357	"Só letras minúsculas, números e _ (ex.: saudacao_inicial)" · "{error}" (do servidor, sem tradução: Template name must contain only lowercase letters, numbers, and underscores)	validação	nada confere no cliente; o erro do backend chega em inglês cru	a dica é a 254 (input 246-253 sem pattern); o erro sai no WaError da 357 e vem de src/templates/template.service.js:29, não de frontend/src
CFG-MSG-TPL-54	corrigida	components/TemplatesAdminTab.jsx:297	"Exemplos das variáveis" · "A Meta exige um exemplo por variável para aprovar o template." · "Exemplo para {{n}}"	interação:digitando	—	literais nas 299, 301 e 307; "A Meta exige um exemplo por variável…" com reticências não existe no código
CFG-MSG-TPL-55	corrigida	components/TemplatesAdminTab.jsx:357	"{error}" (do servidor, sem tradução: Template variables must be sequential starting at {{1}} with no gaps)	validação	o formulário pede exemplo de variável inexistente; o erro chega em inglês cru	a frase é de src/templates/template-validator.js:13 (repassada em src/api/admin-templates.routes.js:61-62), não existe em frontend/src; contarVariaveis usa o maior número (utils/templatePreview.js:18-21)
CFG-MSG-TPL-56	confere	components/TemplatesAdminTab.jsx:357	"{error}" (mensagem do servidor em inglês, sem tradução em utils/errorMessages.js: Each example must be a non-empty string)	validação	inglês cru	o cliente faz trim (187) e manda ""; a rota recusa com Each example must be a non-empty string (src/api/admin-templates.routes.js:54-55), ausente de errorMessages.js
CFG-MSG-TPL-58	confere	components/TemplatesAdminTab.jsx:343	"{texto do botão}" em chips azuis	variante	—	chips nas 343-354 a partir de botoesPreenchidos (183)
CFG-MSG-TPL-59	confere	components/TemplatesAdminTab.jsx:357	"{error}" (mensagem do servidor em português sem acentos: Os botoes nao podem ter textos repetidos / O texto do botao nao aceita variaveis)	validação	sem checagem no formulário; mensagem do backend sem acentos; chips com key repetida	frases em src/templates/template-validator.js:39, :43; key={texto} na 347 repete com botões iguais
CFG-MSG-TPL-61	corrigida	components/TemplatesAdminTab.jsx:357	"{error}" (montado no servidor: A Meta recusou: {detalhe})	erro	(suspeita) o detalhe da Meta pode vir em inglês	"A Meta recusou:" não existe em frontend/src: é src/api/admin-templates.routes.js:21, devolvido em 502 (67-70) e mostrado cru pelo WaError da 357
CFG-MSG-TPL-62	confere	components/TemplatesAdminTab.jsx:357	"{error}" (mensagem do servidor em inglês, sem tradução em utils/errorMessages.js: This channel has no WABA configured yet)	erro	inglês cru	frase em src/templates/template.service.js:64; errorMessages.js não a traduz
CFG-MSG-TPL-63	corrigida	components/TemplatesAdminTab.jsx:357 (texto em components/TemplatesAdminTab.jsx:214)	"Falha ao criar template" (WaError)	erro	—	WaError na 357; literal na 214 (faltava a origem)
CFG-MSG-TPL-65	corrigida	components/TemplatesAdminTab.jsx:751, :717-725 (texto em components/TemplatesAdminTab.jsx:16)	(o diálogo fecha e o template novo entra na lista depois da recarga, em geral com o chip "Em análise"; nenhuma mensagem)	sucesso	—	a 757 é o handler onCreated; createTemplateRecord não grava status e a coluna nasce PENDING (migração 1788750000000, linha 12), que é "Em análise" (16)
CFG-MSG-TPL-66	confere	components/TemplatesAdminTab.jsx:281	AUSENTE (só os botões têm prévia)	variante	—	a única prévia do form é a dos botões (343-354); o corpo (281-289) não tem espelho
CFG-MSG-TPL-67	confere	components/TemplatesAdminTab.jsx:256	(2 colunas)	responsivo	—	sm:grid-cols-2 na 256; o diálogo vai em portal para o body (ui/Dialog.jsx:281, :338), fora das regras de .settings-workspace
CFG-MSG-TPL-68	corrigida	components/TemplatesAdminTab.jsx:767 (texto em components/TemplatesAdminTab.jsx:396)	"Registrar template existente" · "Para um template já aprovado pela Meta fora deste sistema — o corpo e a quantidade de variáveis são buscados pelo nome."	interação:diálogo aberto	—	a explicação está na 396 (dentro do form), longe da 767; o "…" não existe no código
CFG-MSG-TPL-70	corrigida	components/TemplatesAdminTab.jsx:445	"{error}" (do servidor, sem tradução em utils/errorMessages.js: No template with this name and language was found for this WABA)	validação	inglês cru, e é o erro mais provável desta tela (nome digitado errado)	a frase é de src/templates/template.service.js:115 e não existe em frontend/src; sai crua no WaError da 445
